hyperedge_id,source_nodes,target_nodes,source_size,target_size,reaction_id,sign,control_id
2614,3005|3020|15939,3013|14254,3,2,http://www.reactome.org/biopax/96/48895#BiochemicalReaction303,1,http://www.reactome.org/biopax/96/48895#Catalysis109
2615,3124|4765,3126,2,1,http://www.reactome.org/biopax/96/48895#BiochemicalReaction3049,1,http://www.reactome.org/biopax/96/48895#Catalysis1451
2616,1617|1633,1634|12394,2,2,http://www.reactome.org/biopax/96/48895#BiochemicalReaction1638,-1,http://www.reactome.org/biopax/96/48895#Control169
2617,1136|10745|11927,11928,3,1,http://www.reactome.org/biopax/96/48895#BiochemicalReaction1135,1,http://www.reactome.org/biopax/96/48895#Catalysis486
2618,12142|12186|13998,12173|14008,3,2,http://www.reactome.org/biopax/96/48895#BiochemicalReaction1417,1,http://www.reactome.org/biopax/96/48895#Catalysis607
2619,10740|14202,15085|16574,2,2,http://www.reactome.org/biopax/96/48895#BiochemicalReaction7518,1,http://www.reactome.org/biopax/96/48895#Catalysis3575
2620,10201|16482|16524,16533|16574,3,2,http://www.reactome.org/biopax/96/48895#BiochemicalReaction356,1,http://www.reactome.org/biopax/96/48895#Catalysis121
2621,10459|10460|16533,7218,3,1,http://www.reactome.org/biopax/96/48895#BiochemicalReaction6970,1,http://www.reactome.org/biopax/96/48895#Control654
2622,4396|8666,8667|13793,2,2,http://www.reactome.org/biopax/96/48895#BiochemicalReaction4147,1,http://www.reactome.org/biopax/96/48895#Catalysis1840
2623,11943|14067,11944,2,1,http://www.reactome.org/biopax/96/48895#BiochemicalReaction1158,1,http://www.reactome.org/biopax/96/48895#Control98
2624,7863|16482|16522,14530|15086,3,2,http://www.reactome.org/biopax/96/48895#BiochemicalReaction7455,1,http://www.reactome.org/biopax/96/48895#Catalysis3512
2625,2299|2303|8157,2302,3,1,http://www.reactome.org/biopax/96/48895#BiochemicalReaction2384,-1,http://www.reactome.org/biopax/96/48895#Control242
2626,1935|14157|16351,14323|16519,3,2,http://www.reactome.org/biopax/96/48895#BiochemicalReaction2108,1,http://www.reactome.org/biopax/96/48895#Catalysis1015
2627,11726|16126,16135,2,1,http://www.reactome.org/biopax/96/48895#BiochemicalReaction941,1,http://www.reactome.org/biopax/96/48895#Catalysis402
2628,10272|11204|13927,11206|14446,3,2,http://www.reactome.org/biopax/96/48895#BiochemicalReaction8829,1,http://www.reactome.org/biopax/96/48895#Catalysis4739
2629,565|15939,15079|16432,2,2,http://www.reactome.org/biopax/96/48895#BiochemicalReaction8919,-1,http://www.reactome.org/biopax/96/48895#Control920
