hyperedge_id,source_nodes,target_nodes,source_size,target_size,reaction_id,sign,control_id
4744,10445|16651|18785,16597|16652,3,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction3429,1,http://www.reactome.org/biopax/96/48892#Catalysis1667
4745,6361|17914|18319,6363|17903|18320,3,3,http://www.reactome.org/biopax/96/48892#BiochemicalReaction5841,1,http://www.reactome.org/biopax/96/48892#Catalysis3483
4746,4838|17157|18080,18373|18853,3,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction3991,1,http://www.reactome.org/biopax/96/48892#Catalysis2184
4747,4840|18847|18851,17156|18850,3,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction3994,1,http://www.reactome.org/biopax/96/48892#Catalysis2187
4748,1032|17453|17947|18785,16324|17972|18553,4,3,http://www.reactome.org/biopax/96/48892#BiochemicalReaction9200,1,http://www.reactome.org/biopax/96/48892#Catalysis4704
4749,226|16368,228|16453,2,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction8412,1,http://www.reactome.org/biopax/96/48892#Catalysis4459
4750,10269|10272|18076,10275|18078|18645,3,3,http://www.reactome.org/biopax/96/48892#BiochemicalReaction3056,1,http://www.reactome.org/biopax/96/48892#Catalysis1307
4751,11443|16949|17997,16324|16799,3,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction5418,1,http://www.reactome.org/biopax/96/48892#Catalysis3293
4752,1703|1708|16368,1709|16453,3,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction9977,1,http://www.reactome.org/biopax/96/48892#Catalysis4981
4754,846|16368,847|16453,2,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction9017,1,http://www.reactome.org/biopax/96/48892#Catalysis4627
4755,4481|16496|17871,16497,3,1,http://www.reactome.org/biopax/96/48892#BiochemicalReaction3290,1,http://www.reactome.org/biopax/96/48892#Catalysis1530
4756,4716|8537|16368,4724|16453,3,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction7968,1,http://www.reactome.org/biopax/96/48892#Catalysis4295
